103,77,63
183,144,125
98,119,152
90,106,65
125,124,171
130,186,166
218,157,46
165,186,69
78,61,104
170,80,94
70,89,156
196,117,44
41,58,132
94,145,71
159,32,53
234,204,37
167,76,141
39,126,157
46,46,47
81,81,79
120,118,115
158,156,153
199,196,193
247,242,237
